Season,Show Title,Resturant,City,State,Business ID,Rating,# of Reviews,Latitude,Longitude
11,Funky Finds,W.O.W. - Worth Our Weight,Santa Rosa,California,Worth-Our-Weight-Santa-Rosa,4.5,159,-122.7140548,38.440429
11,Quirky Classics,Louie and The Red Head Lady,Mandeville,Louisiana,Louie-and-The-Red-Head-Lady-Mandeville,3,24,-90.0656311,30.3582506
11,Quirky Classics,Honeys Sit-N-Eat,Philadelphia,Pennsylvania,Honeys-Sit-N-Eat-Philadelphia,4,959,-75.1652215,39.9525839
11,Quirky Classics,Picabu Neighborhood Bistro,Spokane,Washington,Picabu-Neighborhood-Bistro-Spokane,4,101,-117.4260466,47.6587802
11,A Little Twisted,The Pit Stop,Merrick,New York,The-Pit-Stop-Merrick,2.5,99,-73.551516,40.6628795
11,A Little Twisted,Gatsbys Diner,Sacramento,California,Gatsbys-Diner-Sacramento,3.5,625,-121.4943996,38.5815719
11,A Little Twisted,Anchor Bar,Superior,Wisconsin,Anchor-Bar-Superior,4,79,-92.1040796,46.7207737
11,Signature Sandwiches,La Pines Cafe,Slidell,Louisiana,La-Pines-Cafe-Slidell,3.5,33,-89.7811745,30.2751945
11,Signature Sandwiches,Steubens Food Service,Denver,Colorado,Steubens-Food-Service-Denver,4,1521,-104.990251,39.7392358
11,Signature Sandwiches,3 Sisters Cafe,Indianapolis,Indiana,3-Sisters-Cafe-Indianapolis,4,250,-86.158068,39.768403
11,Favorites With A Twist,Jimmys Down the Street,Coeur dAlene,Idaho,Jimmys-Down-the-Street-Coeur-d-Alene,4.5,76,-116.7804664,47.6776832
11,Favorites With A Twist,Aunt Marys Cafe,Oakland,California,Aunt-Marys-Cafe-Oakland,3.5,753,-122.2711137,37.8043637
11,Favorites With A Twist,Coreys Catsup and Mustard,Manchester,Connecticut,Coreys-Catsup-and-Mustard-Manchester,4,274,-72.521501,41.77593
11,Soup & Sandwiches,Pineville Tavern,Pineville,Pennsylvania,Pineville-Tavern-Pineville,3,86,-80.8922957,35.0832014
11,Soup & Sandwiches,Indys Historic Steer-In Restaurant,Indianapolis,Indiana,Indys-Historic-Steer-In-Restaurant-Indianapolis,4,131,-86.158068,39.768403
11,Soup & Sandwiches,Dads Kitchen,Sacramento,California,Dads-Kitchen-Sacramento,4,949,-121.4943996,38.5815719
11,From Crepes to Kreplach,Bens Best Deli,Queens,New York,Bens-Best-Rego-Park-2,4,200,-73.7948516,40.7282239
11,From Crepes to Kreplach,Foolish Craigs Cafe,Boulder,Colorado,Foolish-Craigs-Cafe-Boulder,4,249,-105.2705456,40.0149856
11,From Crepes to Kreplach,Waddells Pub and Grille,Spokane,Washington,Waddells-Pub-and-Grill-Spokane,4,107,-117.4260466,47.6587802
11,Fully Loaded,Katies Restaurant,New Orleans,Louisiana,Katies-Restaurant-and-Bar-New-Orleans,4,360,-90.0715323,29.9510658
11,Fully Loaded,Jersey Cafe,Carmel,Indiana,Jersey-Cafe-Carmel,Closed,Closed,-121.9232879,36.5552386
11,Fully Loaded,Merritt Canteen Inc.,Bridgeport,Connecticut,Merritt-Canteen-Bridgeport,4,96,-73.1951767,41.1865478
11,From Mozz to Matzo Balls,Sunflower Cafe,Sonoma,California,Sunflower-Caffe-Sonoma,4,552,-122.4580356,38.291859
11,From Mozz to Matzo Balls,Hildebrandts,Williston Park,New York,Hildebrandts-Williston-Park,3.5,105,-73.6448513,40.75649
11,From Mozz to Matzo Balls,The Bagel Delicatessen and Restaurant,Denver,Colorado,The-Bagel-Delicatessen-and-Restaurant-Denver,4,283,-104.990251,39.7392358
11,Signature Twists,The Barking Dog,Indianapolis,Indiana,Barking-Dog-Cafe-Indianapolis,3,78,-86.158068,39.768403
11,Signature Twists,Putah Creek Cafe,Winters,California,Putah-Creek-Cafe-Winters,3.5,317,-121.9708017,38.5249065
11,Signature Twists,The Old Coffee Pot Restaurant,New Orleans,Louisiana,The-Old-Coffee-Pot-Restaurant-New-Orleans,3.5,398,-90.0715323,29.9510658
11,Porktastic,Jimtown Store,Healdsburg,California,Jimtown-Store-Healdsburg,4,124,-122.8691609,38.6104658
11,Porktastic,Dough Pizzeria Napoletana,San Antonio,Texas,Dough-Pizzeria-Napoletana-San-Antonio,4,778,-98.4936282,29.4241219
11,Porktastic,Sams No. 3,Denver,Colorado,Sams-No-3-Denver,4,753,-104.990251,39.7392358
12,Bar Food and Bon Bons,The Sparrow Tavern,Queens,New York,The-Sparrow-Tavern-Astoria,4,397,-73.7948516,40.7282239
12,Bar Food and Bon Bons,Catellis,Geyserville,California,Catellis-Geyserville,4.5,248,-122.9027647,38.7074755
12,Bar Food and Bon Bons,Zest,Indianapolis,Indiana,Zest-Indianapolis,Closed,Closed,-86.158068,39.768403
12,From Kraut to Couscous,Lauer-Krauts,Brighton,Colorado,Lauer-Krauts-Brighton,4,56,-104.820528,39.985262
12,From Kraut to Couscous,Moroccan Bites,San Antonio,Texas,Moroccan-Bites-San-Antonio,4,181,-98.4936282,29.4241219
12,From Kraut to Couscous,California Tacos To Go,Tampa,Florida,California-Tacos-To-Go-Tampa,4,184,-82.4571776,27.950575
12,You Can Only Get It Here,HRD Coffee Shop,San Francisco,California,HRD-Coffee-Shop-San-Francisco,4.5,1549,-122.4194155,37.7749295
12,You Can Only Get It Here,The Tamale Place,Indianapolis,Indiana,The-Tamale-Place-Indianapolis,4.5,301,-86.158068,39.768403
12,You Can Only Get It Here,Garifuna Flava,Chicago,Illinois,Garifuna-Flava-Chicago,4.5,143,-87.6297982,41.8781136
12,Grillin and Smokin,Bun ‘N Barrel,San Antonio,Texas,Bun-n-Barrel-Barrel-San-Antonio-2,3,102,-98.4936282,29.4241219
12,Grillin and Smokin,Tocabe American Indian Eatery,Denver,Colorado,Tocabe-American-Indian-Eatery-Denver,4,459,-104.990251,39.7392358
12,Grillin and Smokin,Munchs Restaurant and Sundries,Saint Petersburg,Florida,Munchs-Sundries-and-Restaurant-Saint-Petersburg,4,68,-82.64,27.773056
12,Southern Flavor,Broken Record,San Francisco,California,Broken-Record-San-Francisco,4,1144,-122.4194155,37.7749295
12,Southern Flavor,Bang!,Denver,Colorado,Bang-Denver,4,194,-104.990251,39.7392358
12,Southern Flavor,Joses Real Cuban Food,Bradenton,Florida,Joses-Real-Cuban-Food-Bradenton,4.5,251,-82.5748194,27.4989278
12,Gettin Fresh,The Sink,Boulder,Colorado,The-Sink-Boulder,3.5,205,-105.2705456,40.0149856
12,Gettin Fresh,Nana Organic,Chicago,Illinois,Nana-Chicago,4,694,-87.6297982,41.8781136
12,Gettin Fresh,Get Fresh Cafe,Norfolk,Virginia,Get-Fresh-Cafe-Norfolk,4.5,17,-76.2858726,36.8507689
12,Homemade & Homebrewed,Tampa Bay Brewing Co.,Tampa,Florida,Tampa-Bay-Brewing-Company-Tampa,4,439,-82.4571776,27.950575
12,Homemade & Homebrewed,Zydecos,Mooresville,Indiana,Zydecos-Mooresville,4.5,70,-80.8100724,35.5848596
12,Homemade & Homebrewed,Chilam Balam,Chicago,Illinois,Chilam-Balam-Chicago,3.5,542,-87.6297982,41.8781136
12,Latin Street Food,Irazu,Chicago,Illinois,Irazu-Costa-Rican-Dining-Chicago,4,1385,-87.6297982,41.8781136
12,Latin Street Food,Betos Comida Latina,San Antonio,Texas,Betos-Comida-Latina-San-Antonio,3.5,217,-98.4936282,29.4241219
12,Latin Street Food,Tortilleria Nixtamal,Queens,New York,Tortilleria-Nixtamal-Queens,4,527,-73.7948516,40.7282239
12,Slammin Sammies,Taco Taco Mexican Restaurant,San Antonio,Texas,Taco-Taco-Cafe-San-Antonio,3,289,-98.4936282,29.4241219
12,Slammin Sammies,Whitners Barbeque,Virginia Beach,Virginia,Whitners-Barbeque-Virginia-Beach,3.5,148,-75.977985,36.8529263
12,Slammin Sammies,DMK Burger Bar,Chicago,Illinois,DMK-Burger-Bar-Chicago,4,1489,-87.6297982,41.8781136
12,Global Comfort,Rigoletto Italian Bakery and Cafe,Virginia Beach,Virginia,Rigoletto-Italian-Bakery-Virginia-Beach,3.5,73,-75.977985,36.8529263
12,Global Comfort,Chucks Southern Comforts Cafe,Burbank,Illinois,Chucks-Southern-Comforts-Cafe-Burbank,4,453,-118.3089661,34.1808392
12,Global Comfort,El Bohio,San Antonio,Texas,El-Bohio-Sabor-Boricua-and-International-San-Antonio,3,40,-98.4936282,29.4241219
12,Breakfast Lunch and Dinner,Magnolia Pancake Haus,San Antonio,Texas,Magnolia-Pancake-Haus-San-Antonio,4,597,-98.4936282,29.4241219
12,Breakfast,Taco Bus,Tampa,Florida,Taco-Bus-Tampa,4,616,-82.4571776,27.950575
12,Breakfast,Beach Pub,Virginia Beach,Virginia,Beach-Pub-Virginia-Beach,3,64,-75.977985,36.8529263
12,Pizza Pancakes and Pork,Supino Pizzeria,Detroit,Michigan,Supino-Pizzeria-Detroit,4.5,424,-83.0457538,42.331427
12,Pizza Pancakes and Pork,Big and Littles,Chicago,Illinois,Big-and-Littles-Chicago,4,838,-87.6297982,41.8781136
12,Pizza Pancakes and Pork,Citrus Breakfast and Lunch,Virginia Beach,Virginia,Citrus-Virginia-Beach,4,378,-75.977985,36.8529263
12,Old to New,Polish Village Cafe,Hamtramck,Michigan,Polish-Village-Cafe-Hamtramck,4.5,249,-83.0496438,42.3928151
12,Old to New,Leaping Lizards Cafe,Virginia Beach,Virginia,Leaping-Lizard-Cafe-Virginia-Beach,4,124,-75.977985,36.8529263
12,Old to New,Jethros Fine Grub,Vancouver,British Columbia,Jethros-Fine-Grub-Vancouver,3.5,178,-122.6614861,45.6387281
13,Seafood & Sammies,Fresh Local Wild,Vancouver,British Columbia,Fresh-Local-Wild-Vancouver,4,92,-122.6614861,45.6387281
13,Seafood & Sammies,Traffic Jam and Snug,Detroit,Michigan,Traffic-Jam-and-Snug-Detroit,3,281,-83.0457538,42.331427
13,Seafood & Sammies,Panozzos Italian Market,Chicago,Illinois,Panozzos-Italian-Market-Chicago,4.5,316,-87.6297982,41.8781136
13,Coast to Coast Classics,Tomahawk Restaurant,North Vancouver,British Columbia,Tomahawk-Barbeque-North-Vancouver,3.5,121,-123.0732801,49.3269904
13,Coast to Coast Classics,Dannys All American Diner,Tampa,Florida,Dannys-All-American-Diner-Tampa,4,115,-82.4571776,27.950575
13,Kid Rocks Detroit Tour,Clarkston Union Bar and Kitchen,Clarkston,Michigan,Clarkston-Union-Bar-and-Kitchen-Clarkston,4,167,-83.4192941,42.7351196
13,Kid Rocks Detroit Tour,Union Woodshop,Clarkston,Michigan,Union-Woodshop-Clarkston,4.5,392,-83.4192941,42.7351196
13,Kid Rocks Detroit Tour,Michigan Brewing Co.,Webberville,Michigan,Michigan-Brewing-Co.-Webberville,Closed,Closed,-84.1741305,42.6669787
13,Southern Staples,Red Wagon Cafe,Vancouver,British Columbia,Red-Wagon-Cafe-Vancouver,4,280,-122.6614861,45.6387281
13,Southern Staples,Perfectly Franks,Summerville,South Carolina,Perfectly-Franks-Summerville,4.5,120,-80.1756481,33.0185039
13,Southern Staples,Mamas Food Shop,Manhattan,New York,Mamas-Food-Shop-Manhattan,Closed,Closed,-73.9712488,40.7830603
13,Scratch Made Classics,Litos Mexican Restaurant,Santa Barbara,California,Litos-Take-Out-Santa-Barbara,4,121,-119.6981901,34.4208305
13,Scratch Made Classics,Save On Meats,Vancouver,British Columbia,Save-On-Meats-Vancouver,3.5,246,-122.6614861,45.6387281
13,Scratch Made Classics,The Redhead,Manhattan,New York,The-Redhead-New-York,4,565,-73.9712488,40.7830603
13,Meat Madness,Rincon Criollo,Queens,New York,Rincon-Criollo-Queens,4.5,448,-73.7948516,40.7282239
13,Meat Madness,Tattooed Moose,Charleston,South Carolina,Tattooed-Moose-Charleston,4,374,-79.9310512,32.7764749
13,Meat Madness,Falconettis,Vancouver,British Columbia,Falconettis-East-Side-Grill-Vancouver,3,118,-122.6614861,45.6387281
13,Global Traditions,Johns of 12th Street,Manhattan,New York,Johns-of-12th-Street-New-York-2,3.5,338,-73.9712488,40.7830603
13,Global Traditions,Macs Fish and Chip Shop,Santa Barbara,California,Macs-Fish-and-Chip-Shop-Santa-Barbara,3.5,380,-119.6981901,34.4208305
13,Multitaskers,The Early Bird Diner,Charleston,South Carolina,Early-Bird-Diner-Charleston,4.5,320,-79.9310512,32.7764749
13,Multitaskers,Boulevard Diner,Dundalk,Maryland,Boulevard-Diner-Dundalk,3,28,-89.993702,34.823987
13,Multitaskers,The Kitchen,Oxnard,California,The-Kitchen-Oxnard,3.5,189,-119.1770516,34.1975048
13,Family Matters,Sidecar,Brooklyn,New York,Sidecar-Brooklyn,3.5,341,-73.9441579,40.6781784
13,Family Matters,Peaceful Restaurant,Vancouver,British Columbia,Peaceful-Restaurant-Vancouver,4,318,-122.6614861,45.6387281
13,Family Matters,Flip Flops Grill and Chill,Virginia Beach,Virginia,Flip-Flops-Grill-and-Chill-Virginia-Beach,4,99,-75.977985,36.8529263
13,Old Faves New Craves,Nortons Pastrami and Deli,Santa Barbara,California,Nortons-Pastrami-and-Deli-Santa-Barbara,4,47,-119.6981901,34.4208305
13,Old Faves New Craves,Meat and Bread,Vancouver,British Columbia,Meat-and-Bread-Vancouver,4,461,-122.6614861,45.6387281
13,Old Faves New Craves,Fuel Cantina,Charleston,South Carolina,Fuel-Charleston-2,4,176,-79.9310512,32.7764749
13,Long Standing Legacies,Defontes Sandwich Shop,Brooklyn,New York,Defontes-Sandwich-Shop-Brooklyn,4.5,157,-73.9441579,40.6781784
13,Long Standing Legacies,The Glass Onion,Charleston,South Carolina,The-Glass-Onion-Charleston,4,185,-79.9310512,32.7764749
13,Long Standing Legacies,Galway Bay Irish Pub,Annapolis,Maryland,Galway-Bay-Irish-Restaurant-and-Pub-Annapolis,4,194,-76.4921829,38.9784453
13,Time Tested Treasures,RandR Taqueria,Elkridge,Maryland,R-and-R-Taqueria-Elkridge-2,4,317,-76.7135814,39.2126073
13,Time Tested Treasures,Nyes Polonaise Room,Minneapolis,Minnesota,Nyes-Polonaise-Room-Minneapolis,4,266,-93.2650108,44.977753
13,Time Tested Treasures,Moseberths Fried Chicken,Portsmouth,Virginia,Moseberths-Chicken-Place-Portsmouth,3.5,40,-76.298274,36.835426
13,Outside the Box,Joe Squared Pizza,Baltimore,Maryland,Joe-Squared-Pizza-Baltimore,3.5,306,-76.6121893,39.2903848
13,Outside the Box,Pepes and Mitos,Dallas,Texas,Pepes-and-Mitos-Mexican-Cafe-Dallas-2,4,272,-96.7969879,32.7766642
13,Outside the Box,Savoy Cafe and Deli,Santa Barbara,California,Savoy-Cafe-and-Deli-Santa-Barbara,4,219,-119.6981901,34.4208305
14,Triple D All Stars,Pizzeria Lola,Minneapolis,Minnesota,Pizzeria-Lola-Minneapolis,4.5,435,-93.2650108,44.977753
14,Triple D All Stars,Monument Cafe,Georgetown,Texas,Monument-Cafe-Georgetown,4.5,10,-97.6779842,30.6332618
14,Streamlined Sammies,Lukes Inside Out,Austin,Texas,Lukes-Inside-Out-Austin,4.5,186,-97.7430608,30.267153
14,Streamlined Sammies,Smack Shack at The 1029 Bar,Minneapolis,Minnesota,The-1029-Bar-Minneapolis,4,130,-93.2650108,44.977753
14,Streamlined Sammies,Maple and Motor,Dallas,Texas,Maple-and-Motor-Dallas,4,747,-96.7969879,32.7766642
14,Crankin Up the Classics,Broders Cucina Italiana,Minneapolis,Minnesota,Broders-Cucina-Italiana-Minneapolis,4.5,97,-93.2650108,44.977753
14,Crankin Up the Classics,Chop House Burgers,Arlington,Texas,Chop-House-Burgers-Arlington,3.5,210,-77.1067698,38.8799697
14,Passin The Baton,Petes Breakfast House,Ventura,California,Petes-Breakfast-House-Restaurant-Ventura,4.5,528,-119.2290316,34.274646
14,Passin The Baton,Sip and Bite Restaurant,Baltimore,Maryland,Sip-and-Bite-Restaurant-Baltimore,3.5,228,-76.6121893,39.2903848
14,Big Time Flavor,Marlas Caribbean Cuisine,Minneapolis,Minnesota,Marlas-Caribbean-Cuisine-Minneapolis,4,122,-93.2650108,44.977753
14,Big Time Flavor,Cane Rosso,Dallas,Texas,Cane-Rosso-Dallas,4,868,-96.7969879,32.7766642
14,Big Time Flavor,Counter Cafe,Austin,Texas,Counter-Cafe-Austin,3.5,417,-97.7430608,30.267153
14,Unexpected Eats,Smalleys Caribbean Barbeque,Stillwater,Minnesota,Smalleys-Caribbean-Barbeque-Stillwater,4,167,-92.8088443,45.056004
14,Unexpected Eats,Johnny Garlics,Santa Rosa,California,Johnny-Garlics-Santa-Rosa,2.5,23,-122.7140548,38.440429
14,Unexpected Eats,Harveys Hot Dogs II,Portsmouth,Virginia,Harveys-Hot-Dogs-II-Portsmouth,Closed,Closed,-76.298274,36.835426
14,BBQ Road Show,Pecan Lodge,Dallas,Texas,Pecan-Lodge-Dallas,4,352,-96.7969879,32.7766642
14,BBQ Road Show,John Mulls Meats and Road Kill Grill,Las Vegas,Nevada,John-Mulls-Meats-and-Road-Kill-Grill-Las-Vegas,4.5,406,-115.1398296,36.1699412
14,All Vegas All the Time,Naked City Pizza,Las Vegas,Nevada,Naked-City-Pizza-Las-Vegas,4,323,-115.1398296,36.1699412
14,All Vegas All the Time,Forte European Tapas Bar and Bistro,Las Vegas,Nevada,Forte-European-Tapas-Bar-and-Bistro-Las-Vegas,4,245,-115.1398296,36.1699412
14,All Vegas All the Time,UNLV,Las Vegas,Nevada,UNLV-Las-Vegas,4.5,44,-115.1398296,36.1699412
14,Serious Sandwiches,Lolas - A Louisiana Kitchen,Las Vegas,Nevada,Lolas-A-Louisiana-Kitchen-Las-Vegas,4,86,-115.1398296,36.1699412
14,Serious Sandwiches,Noble Pig Sandwiches,Austin,Texas,Noble-Pig-Sandwiches-Austin,4.5,478,-97.7430608,30.267153
14,Serious Sandwiches,Casper and Runyons Nook,Saint Paul,Minnesota,Caspers-and-Runyons-Nook-Saint-Paul,4.5,517,-93.0899578,44.9537029
14,International Eats,Bachi Burger,Las Vegas,Nevada,Bachi-Burger-Las-Vegas,4,2119,-115.1398296,36.1699412
14,International Eats,Afrah,Richardson,Texas,Afrah-Mediterranean-Restaurant-and-Pastries-Richardson,4,412,-96.7298519,32.9483335
14,International Eats,Gazalas Place,Manhattan,New York,Gazala-Place-New-York,3.5,219,-73.9712488,40.7830603
14,Belly Up,Hopleaf Bar,Chicago,Illinois,Hopleaf-Bar-Chicago,4,1636,-87.6297982,41.8781136
14,Belly Up,Foreign and Domestic,Austin,Texas,Foreign-and-Domestic-Austin,3.5,431,-97.7430608,30.267153
14,Dynamic Dishes,Jawaiian Irie Jerk Restaurant,Honolulu,Hawaii,Jawaiian-Irie-Jerk-Restaurant-Honolulu,4.5,312,-157.8583333,21.3069444
14,Dynamic Dishes,Taste of Europe,Arlington,Virginia,Taste-of-Europe-Arlington-2,4.5,64,-77.1067698,38.8799697
14,Dynamic Dishes,Yayo Taco,Las Vegas,Nevada,Yayo-Taco-Las-Vegas,3.5,216,-115.1398296,36.1699412
14,Coast to Coast Chow,Camilles on Wheels,Kailua,Hawaii,Camilles-on-Wheels-Kailua,4.5,68,-157.7394444,21.4022222
14,Coast to Coast Chow,Chicago Brauhaus,Chicago,Illinois,Chicago-Brauhaus-Chicago,3.5,488,-87.6297982,41.8781136
14,Coast to Coast Chow,Dixie Supply Bakery and Cafe,Charleston,South Carolina,Dixie-Supply-Bakery-and-Cafe-Charleston,3.5,135,-79.9310512,32.7764749
15,Unconventional Comforts,Heeia Kea Pier General Store and Deli,Kaneohe,Hawaii,Heeia-Kea-Pier-General-Store-and-Deli-Kaneohe,3.5,174,-157.7973653,21.3996475
15,Unconventional Comforts,Rex Italian Foods,Norridge,Illinois,Rex-Italian-Foods-Norridge,4,146,-87.827284,41.9633641
15,Unconventional Comforts,Memphis Street Cafe,Hernando,Mississippi,Memphis-Street-Cafe-Hernando,4.5,15,-89.993702,34.823987
15,Goin the Extra Mile,bopNgrill,Chicago,Illinois,bopNgrill-Chicago,4,497,-87.6297982,41.8781136
15,Goin the Extra Mile,Sweet Home Waimanalo,Waimanalo,Hawaii,Sweet-Home-Waimanalo-Waimanalo,4,280,-157.7219293,21.3461219
15,Savory Standouts,90 Miles Cuban Cafe,Chicago,Illinois,90-Miles-Cuban-Cafe-Chicago,4,602,-87.6297982,41.8781136
15,Savory Standouts,Davis Pub,Annapolis,Maryland,Davis-Pub-Annapolis,4,144,-76.4921829,38.9784453
15,Surf N Turf Jackpot,Memphis Barbecue Co.,Horn Lake,Mississippi,Memphis-Barbecue-Company-Horn-Lake-2,4,203,-90.0348139,34.9553719
15,Surf N Turf Jackpot,Fresh Catch,Honolulu,Hawaii,Fresh-Catch-Honolulu,4,373,-157.8583333,21.3069444
15,Massachusetts Madness,Italian Express Pizzeria,East Boston,Massachusetts,Italian-Express-Pizzeria-Boston-2,4,167,-71.0388601,42.3702137
15,Massachusetts Madness,Cuttys,Brookline,Massachusetts,Cuttys-Brookline,4,231,-71.1211635,42.3317642
15,East Coast Comfort,Tupelo,Cambridge,Massachusetts,Tupelo-Cambridge,4,523,-71.1097335,42.3736158
15,East Coast Comfort,Pattis Pierogis,Fall River,Massachusetts,Pattis-Pierogis-Fall-River,4.5,117,-71.1550451,41.7014912
15,East Coast Comfort,Angelos Civito Farnese,Providence,Rhode Island,Angelos-Civita-Farnese-Providence,3.5,98,-71.4128343,41.8239891
15,East Coast Comfort,Mediterraneo Caffe,Providence,Rhode Island,Mediterraneo-Caffe-Providence,3.5,191,-71.4128343,41.8239891
15,Flavortown Medley,South Of Beale (SOB),Memphis,Tennessee,South-Of-Beale-Memphis,4,150,-90.0489801,35.1495343
15,Flavortown Medley,Big Wave Shrimp Truck,Haleiwa,Hawaii,Big-Wave-Shrimp-Haleiwa,4,100,-158.1034112,21.5927614
15,Flavortown Medley,Chaps Pit Beef,Baltimore,Maryland,Chaps-Pit-Beef-Baltimore,4,554,-76.6121893,39.2903848
15,Burgers Noodles and Quahogs,Boston Burger Company,Boston,Massachusetts,Boston-Burger-Company-Boston,4,305,-71.0588801,42.3600825
15,Burgers Noodles and Quahogs,Anthonys Seafood,Middletown,Rhode Island,Anthonys-Seafood-Middletown,4.5,388,-72.6506488,41.5623209
15,Burgers Noodles and Quahogs,Guerilla Street Food,Saint Louis,Missouri,Guerilla-Street-Food-Saint-Louis,4.5,75,-90.1994042,38.6270025
15,Handcrafted,The Elegant Farmer,Mukwonago,Wisconsin,The-Elegant-Farmer-Mukwonago,4,58,-88.3334274,42.8666803
15,Handcrafted,Italian Corner,East Providence,Rhode Island,Italian-Corner-East-Providence,4.5,81,-71.3700545,41.8137116
15,All Family All the Time,Anthoninos Taverna,Saint Louis,Missouri,Anthoninos-Taverna-Saint-Louis,4,254,-90.1994042,38.6270025
15,All Family All the Time,Three Angels Diner,Memphis,Tennessee,Three-Angels-Diner-Memphis,3.5,74,-90.0489801,35.1495343
15,All Family All the Time,Opal Thai Food,Haleiwa,Hawaii,Opal-Thai-Food-Haleiwa,4.5,730,-158.1034112,21.5927614
15,Food Done Right,Aunt Carries,Narragansett,Rhode Island,Aunt-Carries-Restaurant-Narragansett,3,132,-71.449503,41.4500844
15,Food Done Right,The Shaved Duck,Saint Louis,Missouri,The-Shaved-Duck-Saint-Louis,4.5,694,-90.1994042,38.6270025
15,Food Done Right,Angelas Cafe,East Boston,Massachusetts,Angelas-Cafe-Boston-3,4,231,-71.0388601,42.3702137
15,Pubs and Grub,Dressels Public House,Saint Louis,Missouri,Dressels-Public-House-Saint-Louis,4,221,-90.1994042,38.6270025
15,Pubs and Grub,Outer Banks Brewing Station,Kill Devil Hills,North Carolina,Outer-Banks-Brewing-Station-Kill-Devil-Hills,3.5,380,-75.6760101,36.0307226
15,Pubs and Grub,Edgewood Cafe,Cranston,Rhode Island,Edgewood-Cafe-Cranston,4.5,58,-71.4372796,41.7798226
15,Turn On Traditional,Kitty Hoynes,Syracuse,New York,Kitty-Hoynes-Irish-Pub-and-restaurant-Syracuse,4,103,-76.1474244,43.0481221
15,Turn On Traditional,Espinos Mexican Bar and Grill,Chesterfield,Missouri,Espinos-Mexican-Bar-and-Grill-Chesterfield,3,99,-90.577067,38.663108
15,Turn On Traditional,Yankee Lobster Company,Boston,Massachusetts,Yankee-Lobster-Fish-Market-Boston,4,615,-71.0588801,42.3600825
16,Authentic Eats,Highway 61 Roadhouse and Kitchen,Webster Groves,Missouri,Hwy-61-Roadhouse-and-Kitchen-Saint-Louis,3.5,174,-90.3573389,38.5925524
16,Authentic Eats,Byblos Mediterranean Cafe,Syracuse,New York,Byblos-Mediterranean-Cafe-Syracuse,4,55,-76.1474244,43.0481221
16,Fully Focused,Brine and Bottle,Nags Head,North Carolina,Brine-and-Bottle-Nags-Head,4.5,76,-75.6240619,35.9573922
16,Fully Focused,Pastabilities,Syracuse,New York,Pastabilities-Syracuse,4,257,-76.1474244,43.0481221
16,Far Out,La Isla Restaurant,Hoboken,New Jersey,La-Isla-Restaurant-Hoboken,4,552,-74.0323626,40.7439905
16,Far Out,Funk n Waffles,Syracuse,New York,Funk-n-Waffles-Syracuse,3.5,150,-76.1474244,43.0481221
16,Far Out,Cravings,Duck,North Carolina,Coastal-Cravings-Duck,4,122,-75.755185,36.169608
16,Matches Made in Heaven,Ortegaz Southwestern Grill,Manteo,North Carolina,Ortegaz-Manteo-2,4,47,-75.6757302,35.9082256
16,Matches Made in Heaven,The Smoke Joint,Brooklyn,New York,The-Smoke-Joint-Brooklyn,3.5,676,-73.9441579,40.6781784
16,Savory Sensations,The Weeping Radish,Jarvisburg,North Carolina,Weeping-Radish-Farm-Brewery-Grandy,4,73,-75.8665816,36.202939
16,Savory Sensations,Jimmys Diner,Brooklyn,New York,Jimmys-Diner-Brooklyn,4,438,-73.9441579,40.6781784
16,Hometown Haunts,Maries Italian Specialties,Chatham,New Jersey,Maries-Italian-Specialties-Chatham,4,153,-74.383762,40.740934
16,Hometown Haunts,Darbys Cafe,Olympia,Washington,Darbys-Cafe-Olympia,3,226,-122.9006951,47.0378741
16,Land to Sea,Empire Brewing Company,Syracuse,New York,Empire-Brewing-Company-Syracuse,3.5,220,-76.1474244,43.0481221
16,Land to Sea,Black Pelican Oceanfront Restaurant,Kitty Hawk,North Carolina,Black-Pelican-Kitty-Hawk,3.5,261,-75.7057346,36.0646102
16,Land to Sea,Fish Tale Brew Pub,Olympia,Washington,Fish-Tale-Brew-Pub-Olympia,3.5,342,-122.9006951,47.0378741
16,Decadent Dishes,Crocketts Public House,Puyallup,Washington,Crocketts-Public-House-Puyallup,4,460,-122.2928974,47.1853785
16,Decadent Dishes,Pies N Thighs,Brooklyn,New York,Pies-N-Thighs-Brooklyn,4,1661,-73.9441579,40.6781784
16,Eurocentric,Evas European Sweets,Syracuse,New York,Evas-European-Sweets-Syracuse,5,55,-76.1474244,43.0481221
16,Eurocentric,Brunos European Restaurant,Tacoma,Washington,Brunos-European-Restaurant-Tacoma,4,127,-122.4442906,47.2528768
16,Eurocentric,Hey Meatball,Toronto,Ontario,Hey-Meatball-Toronto,4,138,-79.3831843,43.653226
16,Hittin the Grill,Crown Bar,Tacoma,Washington,Crown-Bar-Tacoma,3.5,76,-122.4442906,47.2528768
16,Hittin the Grill,The Golden State,Los Angeles,California,The-Golden-State-Los-Angeles,4,1107,-118.2436849,34.0522342
16,Unlikely Partners,Beer Belly,Los Angeles,California,Beer-Belly-Los-Angeles,4,1497,-118.2436849,34.0522342
16,Unlikely Partners,Lakeview Restaurant,Toronto,Ontario,The-Lakeview-Toronto,3.5,247,-79.3831843,43.653226
16,Layers of Flavor,Tortugas Lie,Nags Head,North Carolina,Tortugas-Lie-Nags-Head,4,277,-75.6240619,35.9573922
16,Layers of Flavor,The Ace,Toronto,Ontario,The-Ace-Toronto,4,88,-79.3831843,43.653226
